GLID,TxnDate,AccountNumber,AccountName,Debit,Credit,Dept,CostCenter,Description,Currency
GL000872,2024-01-09,6000,Payroll Expense,508.47,0,IT,CC500,AutoPost 872,USD
GL000873,2025-04-24,6000,Payroll Expense,1587.23,0,Finance,CC200,AutoPost 873,AUD
GL000874,2025-01-21,4000,Sales Revenue,0,2067.57,Finance,CC100,AutoPost 874,GBP
GL000875,2023-07-31,4000,Sales Revenue,0,1379.98,Marketing,CC400,AutoPost 875,CAD
GL000876,2024-11-30,4010,Online Sales,0,4346.96,Finance,CC400,AutoPost 876,CAD
GL000877,2023-06-18,4000,Sales Revenue,0,525.34,HR,CC200,AutoPost 877,GBP
GL000878,2023-12-10,5010,Travel Expense,275.32,0,HR,CC200,AutoPost 878,USD
GL000879,2024-07-02,6000,Payroll Expense,1408.29,0,Sales,CC300,AutoPost 879,CAD
GL000880,2024-07-06,4010,Online Sales,0,2640.87,IT,CC500,AutoPost 880,USD
GL000881,2025-04-07,4000,Sales Revenue,0,2978.56,Operations,CC200,AutoPost 881,GBP
GL000882,2023-12-22,5010,Travel Expense,100.56,0,HR,CC500,AutoPost 882,CAD
GL000883,2024-02-01,5010,Travel Expense,581.4,0,IT,CC400,AutoPost 883,AUD
GL000884,2023-01-24,6000,Payroll Expense,176.17,0,Sales,CC100,AutoPost 884,USD
GL000885,2023-02-09,5010,Travel Expense,482.67,0,IT,CC100,AutoPost 885,USD
GL000886,2024-10-07,6000,Payroll Expense,1072.33,0,Operations,CC100,AutoPost 886,GBP
GL000887,2024-06-25,4000,Sales Revenue,0,1700.49,Finance,CC100,AutoPost 887,EUR
GL000888,2024-10-09,5010,Travel Expense,1915.1,0,IT,CC100,AutoPost 888,EUR
GL000889,2025-06-13,5000,COGS,1632.24,0,Operations,CC400,AutoPost 889,CAD
GL000890,2025-03-02,4010,Online Sales,0,2334.77,HR,CC100,AutoPost 890,GBP
GL000891,2023-05-22,4000,Sales Revenue,0,2655.46,Sales,CC500,AutoPost 891,CAD
GL000892,2023-12-28,4000,Sales Revenue,0,4082.31,IT,CC200,AutoPost 892,USD
GL000893,2023-12-20,5010,Travel Expense,1204.85,0,IT,CC300,AutoPost 893,CAD
GL000894,2024-12-22,4000,Sales Revenue,0,4496.12,HR,CC300,AutoPost 894,EUR
GL000895,2025-01-22,4010,Online Sales,0,2776.15,IT,CC100,AutoPost 895,EUR
GL000896,2023-04-30,4010,Online Sales,0,3598.62,Finance,CC400,AutoPost 896,EUR
GL000897,2024-07-17,5010,Travel Expense,1433.77,0,Sales,CC500,AutoPost 897,EUR
GL000898,2024-05-23,5010,Travel Expense,244.58,0,Sales,CC400,AutoPost 898,AUD
GL000899,2023-01-08,6000,Payroll Expense,958.53,0,Operations,CC300,AutoPost 899,AUD
GL000900,2023-07-08,6000,Payroll Expense,1312.28,0,IT,CC500,AutoPost 900,GBP
GL000901,2023-03-12,4000,Sales Revenue,0,4549.33,Operations,CC500,AutoPost 901,GBP
GL000902,2024-12-17,6000,Payroll Expense,1965.36,0,IT,CC200,AutoPost 902,CAD
GL000903,2023-08-21,5010,Travel Expense,769.49,0,IT,CC100,AutoPost 903,GBP
GL000904,2024-11-05,5000,COGS,743.08,0,Finance,CC400,AutoPost 904,GBP
GL000905,2023-08-07,6000,Payroll Expense,586.1,0,Operations,CC100,AutoPost 905,CAD
GL000906,2025-06-22,6000,Payroll Expense,1912.35,0,Sales,CC500,AutoPost 906,USD
GL000907,2023-05-08,6000,Payroll Expense,819.96,0,Marketing,CC300,AutoPost 907,USD
GL000908,2025-03-02,5000,COGS,1880.1,0,IT,CC300,AutoPost 908,AUD
GL000909,2025-04-07,6000,Payroll Expense,1255.85,0,IT,CC100,AutoPost 909,EUR
GL000910,2023-01-28,4010,Online Sales,0,3738.97,Operations,CC200,AutoPost 910,CAD
GL000911,2025-05-15,5000,COGS,50.19,0,Finance,CC300,AutoPost 911,EUR
GL000912,2024-09-14,5010,Travel Expense,608.52,0,Sales,CC300,AutoPost 912,EUR
GL000913,2024-09-25,5010,Travel Expense,287.52,0,Finance,CC100,AutoPost 913,USD
GL000914,2023-12-28,6000,Payroll Expense,1749.98,0,Finance,CC400,AutoPost 914,CAD
GL000915,2024-12-24,5000,COGS,221.12,0,Marketing,CC300,AutoPost 915,AUD
GL000916,2024-10-29,5000,COGS,1012.53,0,HR,CC400,AutoPost 916,CAD
GL000917,2023-07-27,4010,Online Sales,0,542.17,Operations,CC300,AutoPost 917,GBP
GL000918,2025-03-23,5010,Travel Expense,580.21,0,Sales,CC100,AutoPost 918,EUR
GL000919,2023-01-04,5010,Travel Expense,739.56,0,Finance,CC400,AutoPost 919,AUD
GL000920,2024-11-08,5000,COGS,1657.23,0,Sales,CC200,AutoPost 920,AUD
GL000921,2024-05-28,6000,Payroll Expense,1181.06,0,Sales,CC400,AutoPost 921,CAD
GL000922,2024-02-10,5010,Travel Expense,944.72,0,IT,CC100,AutoPost 922,EUR
GL000923,2024-02-23,4000,Sales Revenue,0,3496.47,Marketing,CC200,AutoPost 923,USD
GL000924,2024-03-22,4000,Sales Revenue,0,389.32,IT,CC500,AutoPost 924,USD
GL000925,2024-02-04,4010,Online Sales,0,2071.73,Finance,CC500,AutoPost 925,GBP
GL000926,2024-08-31,5000,COGS,1719.48,0,HR,CC200,AutoPost 926,CAD
GL000927,2025-02-15,6000,Payroll Expense,260.58,0,Marketing,CC400,AutoPost 927,GBP
GL000928,2023-01-25,5010,Travel Expense,79.59,0,Sales,CC300,AutoPost 928,USD
GL000929,2024-06-02,4010,Online Sales,0,2860.93,IT,CC100,AutoPost 929,CAD
GL000930,2024-08-21,4010,Online Sales,0,4074.77,Marketing,CC300,AutoPost 930,EUR
GL000931,2025-01-26,4010,Online Sales,0,4702.84,Finance,CC200,AutoPost 931,GBP
GL000932,2023-11-12,5010,Travel Expense,920.32,0,IT,CC500,AutoPost 932,EUR
GL000933,2023-08-26,4010,Online Sales,0,1564.55,IT,CC100,AutoPost 933,CAD
GL000934,2024-05-13,4010,Online Sales,0,2984.56,Operations,CC400,AutoPost 934,AUD
GL000935,2024-04-17,4010,Online Sales,0,4352.6,HR,CC100,AutoPost 935,CAD
GL000936,2024-12-24,4010,Online Sales,0,1861.57,Operations,CC500,AutoPost 936,USD
GL000937,2023-03-22,4010,Online Sales,0,1431.79,HR,CC300,AutoPost 937,CAD
GL000938,2025-04-04,4010,Online Sales,0,3515.1,HR,CC500,AutoPost 938,AUD
GL000939,2023-07-09,5000,COGS,547.15,0,Sales,CC500,AutoPost 939,EUR
GL000940,2023-11-18,4000,Sales Revenue,0,2941.46,HR,CC100,AutoPost 940,AUD
GL000941,2024-04-26,6000,Payroll Expense,1900.12,0,Operations,CC300,AutoPost 941,USD
GL000942,2023-03-21,4010,Online Sales,0,1951.17,Sales,CC400,AutoPost 942,AUD
GL000943,2025-04-14,5000,COGS,1649.25,0,Finance,CC200,AutoPost 943,CAD
GL000944,2024-12-16,6000,Payroll Expense,770.2,0,IT,CC200,AutoPost 944,AUD
GL000945,2024-05-28,6000,Payroll Expense,202.11,0,HR,CC300,AutoPost 945,AUD
GL000946,2024-02-21,6000,Payroll Expense,1844.72,0,Marketing,CC500,AutoPost 946,CAD
GL000947,2023-01-20,4010,Online Sales,0,1995.59,Finance,CC300,AutoPost 947,EUR
GL000948,2023-09-26,5000,COGS,1875.24,0,HR,CC500,AutoPost 948,USD
GL000949,2025-01-28,5010,Travel Expense,80.59,0,Sales,CC400,AutoPost 949,GBP
GL000950,2023-07-24,5010,Travel Expense,445.11,0,IT,CC300,AutoPost 950,AUD
GL000951,2024-05-12,4010,Online Sales,0,2882.01,Marketing,CC500,AutoPost 951,USD
GL000952,2023-04-18,5000,COGS,788.01,0,HR,CC200,AutoPost 952,GBP
GL000953,2023-06-21,4010,Online Sales,0,1052.22,IT,CC200,AutoPost 953,CAD
GL000954,2023-04-17,4010,Online Sales,0,583.57,Sales,CC300,AutoPost 954,USD
GL000955,2025-02-25,5000,COGS,1472.38,0,HR,CC300,AutoPost 955,USD
GL000956,2023-09-27,5000,COGS,1444.24,0,Finance,CC300,AutoPost 956,GBP
GL000957,2025-06-04,6000,Payroll Expense,746.97,0,Operations,CC100,AutoPost 957,USD
GL000958,2024-07-13,5010,Travel Expense,1912.71,0,Operations,CC200,AutoPost 958,AUD
GL000959,2023-07-29,6000,Payroll Expense,1714.13,0,Sales,CC500,AutoPost 959,CAD
GL000960,2024-09-16,5000,COGS,996.13,0,IT,CC200,AutoPost 960,EUR
GL000961,2024-08-19,5000,COGS,1735.24,0,Sales,CC200,AutoPost 961,CAD
GL000962,2023-01-09,6000,Payroll Expense,1782.36,0,HR,CC200,AutoPost 962,CAD
GL000963,2024-02-19,5010,Travel Expense,288.13,0,Sales,CC300,AutoPost 963,GBP
GL000964,2024-05-07,6000,Payroll Expense,760.63,0,Finance,CC100,AutoPost 964,EUR
GL000965,2023-06-15,4010,Online Sales,0,4555.41,Operations,CC200,AutoPost 965,GBP
GL000966,2023-05-03,4000,Sales Revenue,0,1864.27,HR,CC500,AutoPost 966,USD
GL000967,2025-02-02,4010,Online Sales,0,705.16,IT,CC200,AutoPost 967,USD
GL000968,2023-07-31,4000,Sales Revenue,0,2558.28,HR,CC500,AutoPost 968,CAD
GL000969,2023-01-20,4010,Online Sales,0,583.33,Marketing,CC300,AutoPost 969,AUD
GL000970,2024-12-03,4010,Online Sales,0,2126.7,HR,CC400,AutoPost 970,USD
GL000971,2025-01-01,6000,Payroll Expense,409.25,0,Operations,CC100,AutoPost 971,CAD
GL000972,2024-04-21,4010,Online Sales,0,546.7,Sales,CC100,AutoPost 972,EUR
GL000973,2025-03-06,5010,Travel Expense,1708.86,0,HR,CC200,AutoPost 973,CAD
GL000974,2023-07-19,5000,COGS,1155.13,0,Operations,CC400,AutoPost 974,GBP
GL000975,2024-10-10,5010,Travel Expense,906.36,0,IT,CC300,AutoPost 975,AUD
GL000976,2024-02-27,4000,Sales Revenue,0,1026.19,Marketing,CC300,AutoPost 976,AUD
GL000977,2024-09-05,5010,Travel Expense,1571.91,0,IT,CC100,AutoPost 977,CAD
GL000978,2025-05-22,4000,Sales Revenue,0,504.44,Operations,CC300,AutoPost 978,USD
GL000979,2025-01-27,4000,Sales Revenue,0,2486.22,IT,CC100,AutoPost 979,GBP
GL000980,2025-02-17,5010,Travel Expense,397.17,0,Finance,CC200,AutoPost 980,EUR
GL000981,2024-08-30,5010,Travel Expense,1558.38,0,Finance,CC200,AutoPost 981,GBP
GL000982,2023-12-10,4000,Sales Revenue,0,1902.31,Marketing,CC400,AutoPost 982,USD
GL000983,2024-11-08,6000,Payroll Expense,330.31,0,Marketing,CC400,AutoPost 983,EUR
GL000984,2024-07-29,4010,Online Sales,0,369.23,Operations,CC300,AutoPost 984,AUD
GL000985,2023-07-23,4010,Online Sales,0,2516.86,HR,CC200,AutoPost 985,EUR
GL000986,2025-04-22,4010,Online Sales,0,2267.2,Finance,CC300,AutoPost 986,AUD
GL000987,2024-10-07,5000,COGS,270.42,0,IT,CC500,AutoPost 987,CAD
GL000988,2024-10-22,4000,Sales Revenue,0,1807.47,Finance,CC200,AutoPost 988,USD
GL000989,2025-03-07,5000,COGS,1404.46,0,IT,CC300,AutoPost 989,CAD
GL000990,2025-01-10,6000,Payroll Expense,1628.38,0,Operations,CC500,AutoPost 990,CAD
GL000991,2023-07-25,5010,Travel Expense,1593.21,0,HR,CC200,AutoPost 991,EUR
GL000992,2023-12-15,4000,Sales Revenue,0,3100.79,Finance,CC200,AutoPost 992,CAD
GL000993,2023-07-20,5000,COGS,759.38,0,Sales,CC100,AutoPost 993,AUD
GL000994,2024-12-29,6000,Payroll Expense,818.52,0,Sales,CC500,AutoPost 994,GBP
GL000995,2023-02-01,6000,Payroll Expense,1003.28,0,Sales,CC200,AutoPost 995,AUD
GL000996,2024-03-26,4010,Online Sales,0,3683.5,Finance,CC100,AutoPost 996,USD
GL000997,2025-03-09,5010,Travel Expense,1336.12,0,Sales,CC100,AutoPost 997,CAD
GL000998,2024-07-17,4000,Sales Revenue,0,142.48,Finance,CC100,AutoPost 998,GBP
GL000999,2025-05-20,6000,Payroll Expense,225.03,0,Sales,CC100,AutoPost 999,CAD
GL001000,2025-02-13,5000,COGS,1959.72,0,Sales,CC200,AutoPost 1000,AUD
GL001001,2024-08-24,6000,Payroll Expense,459.97,0,Sales,CC100,AutoPost 1001,USD
GL001002,2024-05-08,4000,Sales Revenue,0,1518.16,IT,CC500,AutoPost 1002,USD
GL001003,2024-06-28,6000,Payroll Expense,1278.12,0,Operations,CC500,AutoPost 1003,EUR
GL001004,2024-04-28,5000,COGS,1956.42,0,Sales,CC100,AutoPost 1004,EUR
GL001005,2024-06-02,5010,Travel Expense,1816.11,0,IT,CC400,AutoPost 1005,GBP
GL001006,2024-11-19,5000,COGS,1309.5,0,Finance,CC300,AutoPost 1006,EUR
GL001007,2023-06-24,5000,COGS,316.43,0,IT,CC100,AutoPost 1007,EUR
GL001008,2024-04-25,4000,Sales Revenue,0,4239.59,Sales,CC100,AutoPost 1008,EUR
GL001009,2024-11-11,5000,COGS,497.55,0,Sales,CC300,AutoPost 1009,GBP
GL001010,2025-03-13,6000,Payroll Expense,1978.21,0,HR,CC500,AutoPost 1010,USD
GL001011,2023-05-09,5000,COGS,1691.11,0,IT,CC300,AutoPost 1011,GBP
GL001012,2023-12-22,4000,Sales Revenue,0,3238.48,Sales,CC300,AutoPost 1012,GBP
GL001013,2023-01-29,4010,Online Sales,0,2318.97,Operations,CC500,AutoPost 1013,AUD
GL001014,2023-11-25,5000,COGS,683.66,0,HR,CC200,AutoPost 1014,AUD
GL001015,2023-06-10,6000,Payroll Expense,1309.76,0,HR,CC500,AutoPost 1015,AUD
GL001016,2023-04-01,6000,Payroll Expense,988.94,0,Operations,CC200,AutoPost 1016,USD
GL001017,2024-12-16,4000,Sales Revenue,0,3981.75,Finance,CC400,AutoPost 1017,AUD
GL001018,2025-01-12,4010,Online Sales,0,4727.49,Finance,CC300,AutoPost 1018,USD
GL001019,2023-10-27,4000,Sales Revenue,0,4557.56,Marketing,CC200,AutoPost 1019,CAD
GL001020,2024-09-05,5000,COGS,402.15,0,Operations,CC500,AutoPost 1020,EUR
GL001021,2025-06-03,4000,Sales Revenue,0,1210.2,HR,CC500,AutoPost 1021,USD
GL001022,2023-01-23,4000,Sales Revenue,0,256.32,Sales,CC500,AutoPost 1022,CAD
GL001023,2024-10-19,5000,COGS,1493.77,0,HR,CC200,AutoPost 1023,CAD
GL001024,2024-02-10,6000,Payroll Expense,1946.64,0,Finance,CC400,AutoPost 1024,CAD
GL001025,2023-01-17,4010,Online Sales,0,3890.34,Operations,CC300,AutoPost 1025,AUD
GL001026,2024-04-24,5010,Travel Expense,1085.95,0,Sales,CC200,AutoPost 1026,AUD
GL001027,2025-03-05,6000,Payroll Expense,1425.4,0,HR,CC300,AutoPost 1027,AUD
GL001028,2024-08-06,5010,Travel Expense,910.93,0,Marketing,CC300,AutoPost 1028,GBP
GL001029,2024-10-09,6000,Payroll Expense,973.12,0,IT,CC100,AutoPost 1029,GBP
GL001030,2023-11-25,4010,Online Sales,0,3221.92,Sales,CC400,AutoPost 1030,USD
GL001031,2024-07-26,4010,Online Sales,0,4508.86,IT,CC300,AutoPost 1031,CAD
GL001032,2023-02-13,4010,Online Sales,0,882.66,Marketing,CC400,AutoPost 1032,USD
GL001033,2024-03-19,6000,Payroll Expense,432.35,0,IT,CC300,AutoPost 1033,CAD
GL001034,2023-05-04,4000,Sales Revenue,0,1578.7,Marketing,CC100,AutoPost 1034,USD
GL001035,2023-07-10,6000,Payroll Expense,880.83,0,Marketing,CC500,AutoPost 1035,GBP
GL001036,2024-04-10,4000,Sales Revenue,0,1378.62,IT,CC500,AutoPost 1036,AUD
GL001037,2024-03-20,4000,Sales Revenue,0,1884.23,Operations,CC500,AutoPost 1037,USD
GL001038,2024-05-17,5000,COGS,398.06,0,Finance,CC200,AutoPost 1038,GBP
GL001039,2023-06-16,6000,Payroll Expense,1030.76,0,IT,CC500,AutoPost 1039,EUR
GL001040,2023-09-26,5010,Travel Expense,1713,0,Finance,CC200,AutoPost 1040,AUD
GL001041,2024-10-08,4000,Sales Revenue,0,3214.89,IT,CC500,AutoPost 1041,AUD
GL001042,2024-03-13,4000,Sales Revenue,0,284.06,Operations,CC500,AutoPost 1042,AUD
GL001043,2023-11-06,4010,Online Sales,0,3835.49,Sales,CC300,AutoPost 1043,GBP
GL001044,2023-08-03,5000,COGS,357.85,0,HR,CC400,AutoPost 1044,GBP
GL001045,2023-05-06,4010,Online Sales,0,1435.58,Marketing,CC200,AutoPost 1045,GBP
GL001046,2023-07-01,5000,COGS,163.48,0,Operations,CC200,AutoPost 1046,AUD
GL001047,2024-07-05,5010,Travel Expense,1586.3,0,Operations,CC400,AutoPost 1047,CAD
GL001048,2023-05-13,4010,Online Sales,0,1071.13,HR,CC200,AutoPost 1048,USD
GL001049,2024-08-04,5010,Travel Expense,1888.6,0,Finance,CC200,AutoPost 1049,EUR
GL001050,2023-11-14,6000,Payroll Expense,1396.76,0,HR,CC200,AutoPost 1050,USD
GL001051,2023-02-11,4000,Sales Revenue,0,458.3,Finance,CC100,AutoPost 1051,EUR
GL001052,2025-06-05,6000,Payroll Expense,1873.98,0,IT,CC500,AutoPost 1052,CAD
GL001053,2024-06-16,4010,Online Sales,0,550.03,IT,CC100,AutoPost 1053,AUD
GL001054,2023-08-06,5010,Travel Expense,1300.86,0,Operations,CC300,AutoPost 1054,EUR
GL001055,2023-11-24,6000,Payroll Expense,509.12,0,Operations,CC300,AutoPost 1055,CAD
GL001056,2025-05-05,6000,Payroll Expense,1328.19,0,Finance,CC500,AutoPost 1056,CAD
GL001057,2024-09-24,4000,Sales Revenue,0,2455.51,Sales,CC500,AutoPost 1057,AUD
GL001058,2025-05-14,4000,Sales Revenue,0,723.85,Operations,CC500,AutoPost 1058,USD
GL001059,2023-12-27,4010,Online Sales,0,544.43,HR,CC500,AutoPost 1059,CAD
GL001060,2023-09-06,5000,COGS,1812.2,0,HR,CC100,AutoPost 1060,GBP
GL001061,2023-11-12,5010,Travel Expense,1323.46,0,IT,CC100,AutoPost 1061,GBP
GL001062,2024-01-24,5000,COGS,254.62,0,Sales,CC300,AutoPost 1062,USD
GL001063,2024-10-02,5010,Travel Expense,1198.89,0,Operations,CC300,AutoPost 1063,GBP
GL001064,2024-06-19,5010,Travel Expense,556.48,0,Marketing,CC100,AutoPost 1064,GBP
GL001065,2023-06-26,4010,Online Sales,0,3204.3,Operations,CC100,AutoPost 1065,CAD
GL001066,2025-06-19,6000,Payroll Expense,322.5,0,HR,CC100,AutoPost 1066,EUR
GL001067,2023-04-17,6000,Payroll Expense,916.19,0,Operations,CC200,AutoPost 1067,GBP
GL001068,2025-04-09,5010,Travel Expense,202.58,0,Operations,CC200,AutoPost 1068,AUD
GL001069,2024-12-07,4000,Sales Revenue,0,4558.39,Finance,CC400,AutoPost 1069,EUR
GL001070,2023-04-02,6000,Payroll Expense,962.74,0,HR,CC100,AutoPost 1070,USD
GL001071,2024-04-07,6000,Payroll Expense,996.08,0,HR,CC100,AutoPost 1071,EUR
GL001072,2025-01-23,6000,Payroll Expense,1399.67,0,Finance,CC100,AutoPost 1072,CAD
GL001073,2023-10-14,4010,Online Sales,0,1644.76,HR,CC500,AutoPost 1073,CAD
GL001074,2024-03-09,5000,COGS,1049.23,0,Sales,CC500,AutoPost 1074,AUD
GL001075,2023-05-26,5000,COGS,1655.29,0,HR,CC500,AutoPost 1075,USD
GL001076,2024-12-30,5010,Travel Expense,1402.31,0,Operations,CC100,AutoPost 1076,EUR
GL001077,2023-07-27,5010,Travel Expense,833.9,0,Sales,CC400,AutoPost 1077,EUR
GL001078,2023-04-16,4000,Sales Revenue,0,3759.18,Marketing,CC500,AutoPost 1078,CAD
GL001079,2024-06-27,6000,Payroll Expense,67.15,0,Marketing,CC300,AutoPost 1079,USD
GL001080,2023-02-11,5000,COGS,1138.36,0,Operations,CC400,AutoPost 1080,CAD
GL001081,2023-05-20,6000,Payroll Expense,1356.38,0,Finance,CC200,AutoPost 1081,CAD
GL001082,2025-03-05,5010,Travel Expense,1770.21,0,Sales,CC200,AutoPost 1082,GBP
GL001083,2025-02-28,5000,COGS,1240.48,0,Marketing,CC300,AutoPost 1083,EUR
GL001084,2025-04-05,5010,Travel Expense,1870.74,0,HR,CC200,AutoPost 1084,AUD
GL001085,2024-12-02,5010,Travel Expense,1295.49,0,Sales,CC200,AutoPost 1085,GBP
GL001086,2025-06-19,5010,Travel Expense,403.44,0,Marketing,CC100,AutoPost 1086,EUR
GL001087,2023-10-16,4010,Online Sales,0,298.58,IT,CC300,AutoPost 1087,AUD
GL001088,2024-01-23,4010,Online Sales,0,2967.77,Operations,CC500,AutoPost 1088,GBP
GL001089,2023-02-01,4010,Online Sales,0,322.85,Operations,CC400,AutoPost 1089,USD
GL001090,2023-04-09,5010,Travel Expense,1178.57,0,IT,CC100,AutoPost 1090,CAD
GL001091,2024-06-11,5010,Travel Expense,572.52,0,Operations,CC200,AutoPost 1091,USD
GL001092,2023-10-29,4000,Sales Revenue,0,1038.25,Marketing,CC400,AutoPost 1092,GBP
GL001093,2023-02-25,5010,Travel Expense,54.75,0,HR,CC300,AutoPost 1093,GBP
GL001094,2024-04-19,5010,Travel Expense,229.78,0,Marketing,CC300,AutoPost 1094,USD
GL001095,2024-07-24,5010,Travel Expense,1195.86,0,Operations,CC300,AutoPost 1095,CAD
GL001096,2025-04-18,4000,Sales Revenue,0,183.89,Marketing,CC200,AutoPost 1096,AUD
GL001097,2025-02-20,5010,Travel Expense,786.38,0,Finance,CC200,AutoPost 1097,CAD
GL001098,2025-06-01,5010,Travel Expense,352.55,0,IT,CC200,AutoPost 1098,EUR
GL001099,2023-06-17,6000,Payroll Expense,1814.7,0,IT,CC100,AutoPost 1099,USD
GL001100,2023-09-13,4000,Sales Revenue,0,4099.41,Marketing,CC500,AutoPost 1100,USD
GL001101,2025-05-16,4000,Sales Revenue,0,1953.74,Operations,CC300,AutoPost 1101,GBP
GL001102,2024-01-28,5000,COGS,242.28,0,Finance,CC400,AutoPost 1102,USD
GL001103,2024-05-22,4010,Online Sales,0,3335.43,Operations,CC200,AutoPost 1103,USD
GL001104,2023-08-29,5010,Travel Expense,831.33,0,Operations,CC200,AutoPost 1104,CAD
GL001105,2024-02-22,4000,Sales Revenue,0,406.59,Sales,CC100,AutoPost 1105,EUR
GL001106,2024-02-03,6000,Payroll Expense,1813.03,0,Finance,CC100,AutoPost 1106,EUR
GL001107,2024-02-16,4000,Sales Revenue,0,2019.11,HR,CC300,AutoPost 1107,AUD
GL001108,2024-03-08,6000,Payroll Expense,1278.38,0,HR,CC200,AutoPost 1108,EUR
GL001109,2023-04-07,4000,Sales Revenue,0,2058.58,Finance,CC300,AutoPost 1109,CAD
GL001110,2024-08-28,6000,Payroll Expense,1453.63,0,Sales,CC400,AutoPost 1110,AUD
GL001111,2023-09-04,4000,Sales Revenue,0,2233.05,Finance,CC300,AutoPost 1111,AUD
GL001112,2023-09-22,5010,Travel Expense,836.69,0,Sales,CC300,AutoPost 1112,AUD
GL001113,2023-01-02,4000,Sales Revenue,0,2173.01,Marketing,CC200,AutoPost 1113,GBP
GL001114,2024-02-12,4000,Sales Revenue,0,3592.24,Finance,CC400,AutoPost 1114,AUD
GL001115,2024-09-16,5010,Travel Expense,412.97,0,Operations,CC400,AutoPost 1115,AUD
GL001116,2024-03-19,6000,Payroll Expense,732.61,0,Finance,CC300,AutoPost 1116,AUD
GL001117,2023-10-20,4010,Online Sales,0,2538.7,Sales,CC100,AutoPost 1117,GBP
GL001118,2024-09-04,5010,Travel Expense,436.55,0,Sales,CC300,AutoPost 1118,GBP
GL001119,2023-07-28,5010,Travel Expense,1687.08,0,Operations,CC200,AutoPost 1119,CAD
GL001120,2024-02-20,5000,COGS,1337.28,0,HR,CC400,AutoPost 1120,GBP
GL001121,2025-02-24,4010,Online Sales,0,2049.45,Finance,CC300,AutoPost 1121,CAD
GL001122,2023-07-15,4010,Online Sales,0,760.5,Marketing,CC400,AutoPost 1122,CAD
GL001123,2024-10-17,6000,Payroll Expense,239.34,0,HR,CC100,AutoPost 1123,GBP
GL001124,2025-03-06,6000,Payroll Expense,882.43,0,Sales,CC500,AutoPost 1124,EUR
GL001125,2024-06-08,4010,Online Sales,0,4016.46,Finance,CC300,AutoPost 1125,EUR
GL001126,2023-04-11,6000,Payroll Expense,1217.12,0,Finance,CC500,AutoPost 1126,AUD
GL001127,2024-10-05,4000,Sales Revenue,0,396.28,Sales,CC200,AutoPost 1127,AUD
GL001128,2023-05-14,5010,Travel Expense,682.65,0,Sales,CC400,AutoPost 1128,GBP
GL001129,2023-04-23,5000,COGS,959.31,0,Sales,CC300,AutoPost 1129,GBP
GL001130,2024-03-20,6000,Payroll Expense,431.95,0,Marketing,CC400,AutoPost 1130,USD
GL001131,2025-06-09,5000,COGS,274.33,0,Finance,CC400,AutoPost 1131,CAD
GL001132,2024-09-09,4000,Sales Revenue,0,4439.89,Sales,CC400,AutoPost 1132,EUR
GL001133,2024-07-17,4010,Online Sales,0,1093.95,Finance,CC100,AutoPost 1133,USD
GL001134,2024-11-18,5000,COGS,900.67,0,Marketing,CC200,AutoPost 1134,AUD
GL001135,2023-11-12,4000,Sales Revenue,0,2284.31,IT,CC500,AutoPost 1135,AUD
GL001136,2023-12-20,5000,COGS,1994.11,0,Operations,CC400,AutoPost 1136,AUD
GL001137,2023-06-06,5000,COGS,286.3,0,Marketing,CC200,AutoPost 1137,CAD
GL001138,2023-01-27,6000,Payroll Expense,1069.23,0,Operations,CC400,AutoPost 1138,CAD
GL001139,2024-09-12,6000,Payroll Expense,901.69,0,HR,CC500,AutoPost 1139,AUD
GL001140,2023-11-21,6000,Payroll Expense,1692.4,0,IT,CC200,AutoPost 1140,CAD
GL001141,2024-07-31,4010,Online Sales,0,4894.4,Sales,CC500,AutoPost 1141,USD
GL001142,2023-12-30,5000,COGS,535.67,0,Sales,CC500,AutoPost 1142,CAD
GL001143,2024-08-08,6000,Payroll Expense,1153.45,0,Operations,CC400,AutoPost 1143,GBP
GL001144,2023-08-01,4010,Online Sales,0,2523.88,HR,CC300,AutoPost 1144,AUD
GL001145,2023-10-17,6000,Payroll Expense,621.37,0,Marketing,CC300,AutoPost 1145,EUR
GL001146,2025-01-24,5010,Travel Expense,991.7,0,HR,CC500,AutoPost 1146,EUR
GL001147,2025-05-23,6000,Payroll Expense,1727.08,0,IT,CC300,AutoPost 1147,AUD
GL001148,2023-11-06,6000,Payroll Expense,1518.91,0,Sales,CC100,AutoPost 1148,AUD
GL001149,2024-02-16,4000,Sales Revenue,0,1266.35,Operations,CC300,AutoPost 1149,CAD
GL001150,2024-12-28,4000,Sales Revenue,0,3886.29,IT,CC300,AutoPost 1150,GBP
GL001151,2023-02-05,6000,Payroll Expense,584.9,0,IT,CC400,AutoPost 1151,EUR
GL001152,2024-02-10,5000,COGS,1212.48,0,Finance,CC300,AutoPost 1152,EUR
GL001153,2024-04-23,6000,Payroll Expense,1084.73,0,Sales,CC100,AutoPost 1153,CAD
GL001154,2023-12-14,6000,Payroll Expense,1218.47,0,HR,CC200,AutoPost 1154,GBP
GL001155,2024-03-19,6000,Payroll Expense,134.03,0,Finance,CC500,AutoPost 1155,CAD
GL001156,2023-05-11,5010,Travel Expense,1961.58,0,Finance,CC300,AutoPost 1156,USD
GL001157,2023-01-27,6000,Payroll Expense,320.36,0,Operations,CC200,AutoPost 1157,USD
GL001158,2024-09-06,5010,Travel Expense,727.24,0,Marketing,CC100,AutoPost 1158,EUR
